RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Age_Grupo,probabilidade,decil
5609,15605113,Sutherland,518,France,Female,27,1,133801.49,1,1,1,143315.57,0,0,1,DIAMOND,938,Nao_Idoso,0.0912038124215443,6
5610,15661945,Nicolay,623,Spain,Female,40,4,0.0,3,1,0,31669.18,0,0,2,PLATINUM,998,Nao_Idoso,0.8118885543386819,1
5611,15783816,Lori,733,France,Female,28,5,0.0,2,0,0,12761.16,0,0,5,SILVER,777,Nao_Idoso,0.023602276979452354,10
5612,15721207,Piazza,625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0,0,4,GOLD,431,Nao_Idoso,0.3865119415867043,2
5613,15764072,Somerville,759,France,Female,31,1,109848.6,1,1,1,42012.55,0,0,5,SILVER,299,Nao_Idoso,0.07068483456628363,7
5614,15689412,Christie,604,France,Female,32,7,127849.38,1,1,0,15798.7,0,0,3,PLATINUM,747,Nao_Idoso,0.12414370784442993,5
5615,15798385,Grave,512,Spain,Female,46,3,0.0,2,1,1,56408.14,0,0,4,PLATINUM,669,Nao_Idoso,0.06726529966559762,7
5616,15775339,Lori,520,France,Female,29,8,95947.76,1,1,0,4696.44,0,0,5,GOLD,617,Nao_Idoso,0.12053097144502943,6
5617,15585256,Iloerika,805,Spain,Male,26,2,0.0,2,1,1,25042.1,0,0,1,SILVER,387,Nao_Idoso,0.025636755234716313,10
5618,15797329,Muir,626,France,Male,43,4,137638.69,1,1,0,130442.08,1,1,2,GOLD,560,Nao_Idoso,0.5267224243550611,2
5619,15780220,Pauley,656,France,Male,38,10,0.0,1,1,1,136521.82,0,0,1,SILVER,894,Nao_Idoso,0.28922200927876773,3
5620,15648951,Kao,785,Spain,Male,41,7,0.0,2,1,1,199108.88,0,0,5,SILVER,681,Nao_Idoso,0.01688612496373041,10
5621,15752409,Grant,553,France,Male,31,6,0.0,2,0,0,124596.63,0,0,2,SILVER,741,Nao_Idoso,0.04134334089944023,9
5622,15807524,Chukwuma,569,France,Female,44,4,0.0,2,0,0,134394.78,0,0,1,SILVER,592,Nao_Idoso,0.1357953845222001,5
5623,15766649,Vincent,670,France,Male,38,10,89416.99,1,0,0,144275.39,0,0,3,SILVER,757,Nao_Idoso,0.24457917766937404,3
5624,15696812,Lazareva,586,Spain,Male,42,6,0.0,2,1,1,123410.23,0,0,4,DIAMOND,378,Nao_Idoso,0.03664220987854897,9
5625,15581295,Ch'ien,617,Spain,Female,45,1,0.0,1,1,0,143298.06,0,0,4,DIAMOND,323,Nao_Idoso,0.6384238966067032,1
5626,15663234,Bishop,508,France,Female,60,7,143262.04,1,1,1,129562.74,0,0,3,GOLD,727,Nao_Idoso,0.3903914454043233,2
5627,15741417,Chibuzo,624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0,0,1,DIAMOND,839,Nao_Idoso,0.0628247989397872,7
5628,15695174,Chang,654,France,Male,29,4,132954.64,1,1,1,146715.07,0,0,3,SILVER,810,Nao_Idoso,0.07139440479064814,7
5629,15665168,Calabrese,681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0,0,2,GOLD,923,Nao_Idoso,0.12075691754421448,6
5630,15601503,Tokaryev,578,Spain,Male,28,4,0.0,2,0,0,6947.09,0,0,3,GOLD,849,Nao_Idoso,0.03422857967374286,9
5631,15706131,Logan,621,Spain,Female,37,9,83061.26,2,1,0,9170.54,0,0,5,DIAMOND,748,Nao_Idoso,0.10028035901029993,6
5632,15782758,Ozerova,632,France,Male,40,5,147650.68,1,1,1,199674.83,0,0,1,SILVER,651,Nao_Idoso,0.22004780311077338,4
5633,15591091,Goering,644,France,Male,44,5,73348.56,1,1,0,157166.79,1,1,5,GOLD,354,Nao_Idoso,0.5246986098666577,2
5634,15715877,Lo,821,France,Male,28,2,0.0,2,1,0,46072.52,0,0,2,DIAMOND,544,Nao_Idoso,0.03701966879258318,9
5635,15756918,Simmons,754,France,Female,38,2,0.0,2,0,0,3524.69,0,0,4,SILVER,844,Nao_Idoso,0.055163950355428266,8
5636,15746662,Maduabuchim,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0,0,4,DIAMOND,376,Nao_Idoso,0.07788674948955954,7
5637,15626679,Linger,584,France,Male,33,3,0.0,2,0,1,59103.13,0,0,3,SILVER,812,Nao_Idoso,0.02983947087951902,10
5638,15793343,Yeh,549,France,Female,29,8,0.0,2,1,1,189558.44,0,0,4,GOLD,278,Nao_Idoso,0.02583874523005989,10
5639,15576774,Stevenson,729,France,Female,38,7,0.0,2,0,0,45779.9,0,0,2,DIAMOND,606,Nao_Idoso,0.05391652488280752,8
5640,15801316,Ifeatu,523,France,Male,61,8,66250.71,1,1,1,21859.06,0,0,4,SILVER,380,Nao_Idoso,0.26800562298530606,3
5641,15800514,Kenechukwu,477,Germany,Female,24,2,95675.62,2,0,0,162699.7,1,1,3,PLATINUM,355,Nao_Idoso,0.060927728927295165,8
5642,15662232,Learmonth,675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0,0,1,DIAMOND,960,Nao_Idoso,0.1752437422485815,4
5643,15737778,Dickson,782,Spain,Female,41,4,0.0,1,1,0,132943.88,0,0,5,PLATINUM,480,Nao_Idoso,0.4134011207101237,2
5644,15782096,Volkova,616,Spain,Female,36,6,0.0,1,1,1,12916.32,1,1,1,DIAMOND,906,Nao_Idoso,0.21354053249632474,4
5645,15783522,Mitchell,738,Spain,Female,37,8,100565.94,1,1,1,128799.86,0,0,3,DIAMOND,503,Nao_Idoso,0.0829203547732665,7
5646,15785373,Wong,717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1,1,1,SILVER,758,Nao_Idoso,0.38461661709602163,2
5647,15756272,James,526,Germany,Female,35,9,118536.4,1,1,0,40980.87,1,1,3,DIAMOND,416,Nao_Idoso,0.1639548243305786,4
5648,15615245,Shao,660,France,Male,19,5,127649.64,1,1,1,40368.65,0,0,1,GOLD,863,Nao_Idoso,0.0655961215215577,7
5649,15600174,Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54,0,0,2,DIAMOND,694,Nao_Idoso,0.09160559751753712,6
5650,15752956,Stanley,629,Spain,Male,29,6,0.0,2,1,1,88842.8,0,0,4,PLATINUM,274,Nao_Idoso,0.0211400913799236,10
5651,15644882,Watson,616,Germany,Female,36,10,78249.53,1,1,0,136934.91,0,0,4,SILVER,789,Nao_Idoso,0.16919967886780818,4
5652,15766272,Folliero,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0,0,4,GOLD,312,Nao_Idoso,0.29000034544829323,3
5653,15800620,Fitzgerald,691,France,Female,29,9,0.0,2,0,0,199635.93,0,0,4,GOLD,728,Nao_Idoso,0.037557738159234286,9
5654,15569764,Garner,687,Germany,Female,41,2,154007.21,1,1,0,158408.23,0,0,5,SILVER,410,Nao_Idoso,0.2884259019334417,3
5655,15747458,Folliero,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,0,0,5,DIAMOND,865,Nao_Idoso,0.1409276417435045,5
5656,15573171,Liao,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1,1,3,DIAMOND,703,Nao_Idoso,0.25584024003792843,3
5657,15736769,Lucchesi,663,France,Female,27,9,0.0,2,1,0,150850.29,0,0,5,DIAMOND,769,Nao_Idoso,0.024663718119974212,10
5658,15763381,Chan,496,France,Male,30,0,90963.49,1,0,1,27802.0,0,0,3,DIAMOND,333,Nao_Idoso,0.08041428443342391,7
5659,15814430,Ma,747,Spain,Male,41,9,0.0,1,1,0,32430.94,1,1,1,PLATINUM,717,Nao_Idoso,0.41358720238832375,2
5660,15638607,Nwabugwu,546,France,Female,52,2,0.0,1,1,0,137332.37,1,1,4,SILVER,325,Nao_Idoso,0.8386130098847365,1
5661,15737133,P'eng,706,Spain,Male,68,4,114386.85,1,1,1,28601.68,0,0,5,DIAMOND,269,Idoso,0.16632227988041742,4
5662,15613945,Andrews,472,France,Female,26,5,0.0,2,1,0,108411.66,0,0,2,SILVER,893,Nao_Idoso,0.04500062180630501,8
5663,15659937,Otutodilinna,703,France,Female,40,7,0.0,2,0,1,122518.5,0,0,4,GOLD,566,Nao_Idoso,0.026077608430998975,10
5664,15765287,Grant,850,France,Female,38,2,0.0,2,1,0,9015.07,0,0,1,SILVER,834,Nao_Idoso,0.05418272486463031,8
5665,15661723,Abramovich,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1,1,2,DIAMOND,915,Idoso,0.16153773598647048,4
5666,15766064,Komarova,559,France,Male,33,9,111060.05,2,1,0,110371.84,0,0,1,PLATINUM,242,Nao_Idoso,0.06137113867150412,8
5667,15649616,Otutodilichukwu,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1,1,2,DIAMOND,359,Nao_Idoso,0.37608913875228495,2
5668,15719017,Donaldson,672,France,Female,34,8,0.0,2,1,1,16245.25,0,0,5,SILVER,923,Nao_Idoso,0.01431130836458288,10
5669,15720919,Duggan,667,France,Male,42,7,0.0,1,0,1,108348.94,1,1,3,DIAMOND,967,Nao_Idoso,0.3158207546870665,2
5670,15706706,Chinwendu,648,Germany,Male,33,7,135310.41,2,0,1,171668.2,0,0,3,DIAMOND,231,Nao_Idoso,0.051752583042147485,8
5671,15709653,Hamilton,497,France,Male,32,8,0.0,2,1,0,67364.42,0,0,3,GOLD,418,Nao_Idoso,0.034288281253756686,9
5672,15805104,Smith,743,France,Female,73,6,0.0,2,0,1,107867.38,0,0,4,GOLD,538,Idoso,0.04735540786877258,8
5673,15622442,Mazzi,619,France,Male,29,5,0.0,2,1,0,194310.1,0,0,1,DIAMOND,775,Nao_Idoso,0.0483484567996987,8
5674,15572801,Krischock,639,Spain,Male,34,5,139393.19,2,0,0,33950.08,0,0,2,DIAMOND,883,Nao_Idoso,0.06711972164757934,7
5675,15767598,Kent,540,Spain,Male,28,8,0.0,2,0,0,197588.32,0,0,3,SILVER,463,Nao_Idoso,0.038791892547527095,9
5676,15757897,Binder,766,France,Female,26,3,104258.8,1,1,1,428.23,0,0,5,SILVER,392,Nao_Idoso,0.06974424828733797,7
5677,15568104,Zubarev,749,France,Female,26,6,0.0,2,0,1,34948.77,0,0,4,GOLD,240,Nao_Idoso,0.024936718604473114,10
5678,15763414,Degtyarev,655,Germany,Male,32,9,113447.01,1,1,0,82084.3,0,0,5,DIAMOND,748,Nao_Idoso,0.1266995910543233,5
5679,15732265,Obialo,630,France,Male,33,9,0.0,2,1,0,64804.59,0,0,4,PLATINUM,864,Nao_Idoso,0.03347418848238945,9
5680,15621974,Davydova,778,Germany,Female,33,4,111063.73,2,1,0,83556.65,0,0,5,GOLD,544,Nao_Idoso,0.05879330086936894,8
5681,15803947,Teng,757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1,1,5,DIAMOND,878,Nao_Idoso,0.13808891204047757,5
5682,15720706,Hsing,529,Spain,Female,39,2,82766.43,1,1,1,122925.44,0,0,3,GOLD,574,Nao_Idoso,0.17715126868206607,4
5683,15759290,Coleman,620,Spain,Male,29,9,0.0,2,1,0,13133.88,0,0,4,PLATINUM,367,Nao_Idoso,0.03284600921812226,9
5684,15651664,Wilder,615,France,Female,61,1,104267.7,1,1,0,62845.64,1,1,3,GOLD,613,Nao_Idoso,0.7736182328238875,1
5685,15795132,Molineux,735,France,Female,25,3,91718.8,1,0,0,28411.23,0,0,3,PLATINUM,906,Nao_Idoso,0.12354156934757267,5
5686,15811565,Cocci,705,Spain,Female,47,3,63488.7,1,0,1,28640.92,1,1,4,DIAMOND,555,Nao_Idoso,0.35441035417121025,2
5687,15713774,Chikwendu,644,Spain,Female,46,6,12459.19,1,0,0,156787.34,1,1,1,PLATINUM,896,Nao_Idoso,0.5522045572332155,1
5688,15691840,Fraser,505,Germany,Female,37,6,159863.9,2,0,1,125307.87,0,0,1,GOLD,421,Nao_Idoso,0.04613042477563434,8
5689,15682021,Lai,471,Germany,Male,23,6,104592.55,2,1,0,131736.23,0,0,2,DIAMOND,485,Nao_Idoso,0.07946758862668506,7
5690,15612931,Korovin,722,Spain,Female,50,4,132088.59,1,1,1,128262.14,0,0,5,DIAMOND,761,Nao_Idoso,0.4369843777247368,2
5691,15676707,Sidorov,577,Spain,Female,39,4,0.0,2,1,0,91366.42,0,0,5,GOLD,456,Nao_Idoso,0.03691372140305643,9
5692,15601383,Ibrahimova,744,Spain,Male,44,5,120654.68,1,1,0,82290.81,0,0,4,DIAMOND,790,Nao_Idoso,0.5055152429948946,2
5693,15662662,Duigan,573,France,Female,30,6,0.0,2,1,0,66190.21,0,0,2,PLATINUM,546,Nao_Idoso,0.03801397050900804,9
5694,15752694,Taylor,653,France,Female,32,4,83772.95,1,0,1,23920.65,0,0,2,SILVER,567,Nao_Idoso,0.07344671191748592,7
5695,15590683,Donaldson,660,France,Female,31,6,172325.67,1,0,1,45438.38,0,0,4,PLATINUM,223,Nao_Idoso,0.07423895571189099,7
5696,15773591,Jobson,787,France,Male,46,7,117685.31,2,1,1,93360.35,0,0,4,SILVER,890,Nao_Idoso,0.1281077772438768,5
5697,15723620,Lu,617,France,Male,41,7,0.0,2,0,1,14496.67,0,0,1,PLATINUM,321,Nao_Idoso,0.03914952365447085,9
5698,15671779,Nebechi,567,France,Male,39,5,0.0,2,0,0,168521.72,0,0,3,GOLD,709,Nao_Idoso,0.05516760920316513,8
5699,15672966,Cross,682,Spain,Female,64,9,0.0,2,1,1,103318.44,0,0,2,SILVER,614,Nao_Idoso,0.05592946667145203,8
5700,15624667,Wallace,684,France,Male,35,6,135871.5,1,1,1,87219.41,0,0,5,DIAMOND,353,Nao_Idoso,0.08153053884029102,7
5701,15812888,Perreault,447,France,Male,41,3,0.0,4,1,1,197490.39,1,1,2,SILVER,408,Nao_Idoso,0.8280066936184197,1
5702,15724154,Manna,625,Germany,Female,49,4,128504.76,1,1,0,126812.63,1,1,2,SILVER,583,Nao_Idoso,0.6544921999035327,1
5703,15749540,Hsiung,585,France,Male,36,7,0.0,2,1,0,94283.09,0,0,4,SILVER,377,Nao_Idoso,0.06445284455702639,7
5704,15621063,Gibbons,516,France,Female,42,8,56228.25,1,1,0,46857.52,0,0,1,DIAMOND,608,Nao_Idoso,0.3786484583577436,2
5705,15661626,Algeranoff,732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1,1,3,GOLD,854,Nao_Idoso,0.5373704183850649,2
5706,15698703,Doherty,628,Germany,Male,40,5,181768.32,2,1,1,129107.97,0,0,2,SILVER,307,Nao_Idoso,0.0638781203677432,7
5707,15801431,Rowe,682,Spain,Female,48,9,101198.01,1,1,1,49732.9,0,0,4,GOLD,672,Nao_Idoso,0.40346764559036224,2
5708,15649451,Yates,746,France,Male,25,9,0.0,2,0,1,88728.47,0,0,3,SILVER,746,Nao_Idoso,0.023943282007591046,10
5709,15626156,Galloway,655,France,Female,60,3,0.0,2,1,1,86981.45,0,0,1,PLATINUM,947,Nao_Idoso,0.08529368566172141,6
5710,15606158,Genovese,644,France,Female,39,9,0.0,1,1,0,3740.93,0,0,5,DIAMOND,631,Nao_Idoso,0.38632623602121424,2
5711,15589496,Arrington,778,France,Male,34,5,139064.06,2,0,0,67949.32,0,0,2,SILVER,899,Nao_Idoso,0.0659925801556523,7
5712,15730345,Miah,617,France,Female,35,2,104508.1,1,1,1,147636.46,0,0,5,PLATINUM,757,Nao_Idoso,0.09882707666617889,6
5713,15572038,Chijindum,660,Germany,Male,35,9,113948.58,1,1,0,188891.96,1,1,3,PLATINUM,959,Nao_Idoso,0.14232960204258666,5
5714,15643439,Ferguson,537,France,Male,47,10,0.0,2,0,1,25482.62,0,0,1,PLATINUM,677,Nao_Idoso,0.0917849820445718,6
5715,15604158,Smith,554,France,Female,39,10,0.0,2,1,1,18391.93,0,0,2,DIAMOND,565,Nao_Idoso,0.029076186093713405,10
5716,15657396,Marshall,806,France,Male,31,9,0.0,2,0,1,140168.36,0,0,4,SILVER,315,Nao_Idoso,0.025953197051315154,10
5717,15709478,P'an,611,Germany,Male,37,1,117524.72,2,0,1,161064.29,0,0,5,DIAMOND,299,Nao_Idoso,0.08240529295595354,7
5718,15628824,Burton,665,France,Female,37,5,160389.82,1,0,1,183542.08,0,0,2,GOLD,661,Nao_Idoso,0.12435079102466634,5
5719,15814519,Kamdibe,648,France,Female,37,7,0.0,2,1,0,194238.92,0,0,4,PLATINUM,472,Nao_Idoso,0.06334905452434357,7
5720,15636520,Milani,692,France,Male,27,1,125547.53,1,0,0,7900.46,0,0,4,SILVER,890,Nao_Idoso,0.13597692825523944,5
5721,15794414,Forbes,507,Spain,Male,46,6,92783.68,1,1,1,51424.29,0,0,2,DIAMOND,322,Nao_Idoso,0.30666440993856586,3
5722,15643671,Chiekwugo,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1,1,1,PLATINUM,594,Nao_Idoso,0.3608204198880141,2
5723,15700650,Cousens,681,France,Male,34,3,0.0,2,0,0,55816.2,0,0,2,GOLD,628,Nao_Idoso,0.04067544015700577,9
5724,15680224,Ross,687,France,Female,26,6,0.0,2,1,1,32909.13,0,0,2,SILVER,257,Nao_Idoso,0.021639986063095164,10
5725,15784286,Wood,641,Spain,Male,40,5,102145.13,1,1,1,100637.07,0,0,1,DIAMOND,310,Nao_Idoso,0.18693366122884758,4
5726,15693996,Hawks,507,France,Female,33,1,113452.66,1,0,0,142911.99,0,0,1,SILVER,401,Nao_Idoso,0.13976664101663175,5
5727,15764343,T'ien,688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0,0,3,SILVER,984,Nao_Idoso,0.53352829443271,2
5728,15704168,Ting,535,Germany,Male,38,8,127475.24,1,0,0,60775.76,1,1,2,SILVER,785,Nao_Idoso,0.2755254521369029,3
5729,15680197,Thynne,701,France,Male,41,10,0.0,2,1,1,146257.77,0,0,4,PLATINUM,629,Nao_Idoso,0.02603909633610374,10
5730,15633729,Wang,488,France,Male,43,10,112751.13,1,1,1,28332.0,0,0,2,PLATINUM,488,Nao_Idoso,0.28157013538156483,3
5731,15577683,Maclean,539,France,Female,29,4,0.0,2,1,1,100919.19,0,0,5,SILVER,281,Nao_Idoso,0.01729632223650798,10
5732,15800746,Watson,674,France,Male,45,7,144889.18,1,1,1,102591.9,1,1,2,SILVER,624,Nao_Idoso,0.27920186617798615,3
5733,15788686,Gibson,538,Spain,Male,40,8,0.0,2,1,1,25554.4,0,0,1,DIAMOND,879,Nao_Idoso,0.02899871475435639,10
5734,15742798,French,829,France,Female,22,7,150126.44,1,1,0,152107.93,1,1,5,SILVER,502,Nao_Idoso,0.12298166929339645,6
5735,15596647,Henderson,768,France,Male,54,8,69712.74,1,1,1,69381.05,0,0,3,SILVER,569,Nao_Idoso,0.4276142954175843,2
5736,15756070,Greenwood,585,Spain,Female,44,4,0.0,2,0,1,101728.46,0,0,4,DIAMOND,762,Nao_Idoso,0.054550529914834216,8
5737,15775116,Anderson,581,France,Male,31,3,0.0,2,0,0,89040.61,0,0,3,PLATINUM,557,Nao_Idoso,0.04178345106691305,9
5738,15575428,Mistry,682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0,0,5,PLATINUM,348,Nao_Idoso,0.041830465335706564,9
5739,15654074,Tuan,653,France,Male,38,8,119315.75,1,1,0,150468.35,0,0,3,SILVER,978,Nao_Idoso,0.25103537905162926,3
5740,15695872,Fiorentini,712,France,Female,30,1,89571.59,1,1,1,177613.19,0,0,3,PLATINUM,567,Nao_Idoso,0.06444991991310094,7
5741,15568885,Scott,620,Germany,Female,34,8,102251.57,1,1,0,120672.09,0,0,4,SILVER,663,Nao_Idoso,0.1342021081677445,5
5742,15725036,Jideofor,709,France,Male,42,9,118546.71,1,0,1,77142.85,0,0,5,GOLD,503,Nao_Idoso,0.23442000759001339,3
5743,15632665,Yevseyev,832,France,Male,61,2,0.0,1,0,1,127804.66,1,1,2,DIAMOND,748,Nao_Idoso,0.2936752503220462,3
5744,15571476,Kelly,635,Spain,Male,38,0,103257.14,1,0,0,158344.63,0,0,2,PLATINUM,537,Nao_Idoso,0.26542451426553954,3
5745,15776850,Smith,749,Spain,Female,43,1,124209.02,1,1,1,167179.48,0,0,4,PLATINUM,608,Nao_Idoso,0.27982382591579036,3
5746,15623649,Ogle,629,Spain,Male,32,3,0.0,2,1,1,15404.64,0,0,1,SILVER,601,Nao_Idoso,0.028235428319865193,10
5747,15751131,Moss,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0,0,2,DIAMOND,648,Nao_Idoso,0.18878248783664905,4
5748,15688128,Loggia,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0,0,1,SILVER,522,Nao_Idoso,0.09236194234890946,6
5749,15678412,Nwankwo,645,France,Female,45,8,85325.93,1,0,0,22558.74,0,0,3,DIAMOND,653,Nao_Idoso,0.5488160302335543,1
5750,15770291,Allan,844,France,Female,29,8,0.0,2,0,0,147342.03,0,0,3,PLATINUM,807,Nao_Idoso,0.0359802190174398,9
5751,15583392,Woronoff,747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1,1,4,PLATINUM,965,Nao_Idoso,0.7085198976556691,1
5752,15690731,Wolfe,645,France,Male,40,6,131411.24,1,1,1,194656.11,0,0,4,SILVER,323,Nao_Idoso,0.21865792069946807,4
5753,15697948,Henderson,752,Spain,Female,36,3,0.0,2,1,1,48505.1,0,0,5,GOLD,784,Nao_Idoso,0.015301290262934688,10
5754,15608328,Sutherland,760,Spain,Female,41,6,0.0,2,0,0,101491.23,0,0,4,SILVER,873,Nao_Idoso,0.05472911880599315,8
5755,15766378,Marsden,714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0,0,5,DIAMOND,696,Nao_Idoso,0.17762709257079123,4
5756,15600813,Hyde,717,France,Male,50,9,90305.76,1,1,1,124626.57,0,0,3,GOLD,404,Nao_Idoso,0.4379399655092656,2
5757,15706217,Kao,645,Germany,Male,28,7,117466.03,2,1,1,34490.06,0,0,4,DIAMOND,554,Nao_Idoso,0.04673881853567376,8
5758,15601417,T'ang,681,France,Male,32,3,148884.47,2,1,1,90967.37,0,0,5,DIAMOND,300,Nao_Idoso,0.04214553633552671,9
5759,15610972,Crawford,681,Germany,Female,44,4,91115.76,2,0,0,24208.84,1,1,2,SILVER,356,Nao_Idoso,0.22844396379977355,4
5760,15674620,Dilibe,679,Germany,Female,37,8,77373.87,2,0,1,174873.09,0,0,2,GOLD,720,Nao_Idoso,0.03273114001320962,9
5761,15785350,Austin,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0,0,5,GOLD,517,Nao_Idoso,0.106071262214562,6
5762,15749119,Santiago,710,France,Female,31,3,0.0,2,1,1,112289.06,0,0,2,SILVER,681,Nao_Idoso,0.023475216520814204,10
5763,15756535,Chibugo,733,Germany,Male,39,5,91538.51,1,1,1,93783.0,0,0,3,PLATINUM,336,Nao_Idoso,0.16560487309779978,4
5764,15700965,Toscano,724,France,Female,32,6,0.0,2,1,1,150026.79,0,0,4,PLATINUM,480,Nao_Idoso,0.021570032729051194,10
5765,15791851,Afanasyeva,726,France,Female,34,0,185734.75,1,1,1,102036.82,0,0,1,SILVER,691,Nao_Idoso,0.08807161760148827,6
5766,15717156,Sokolov,520,France,Male,30,3,143396.54,2,1,1,898.51,0,0,1,DIAMOND,605,Nao_Idoso,0.05971677987904575,8
5767,15740846,Wei,556,France,Male,40,5,125909.85,1,1,1,95124.4,0,0,4,SILVER,280,Nao_Idoso,0.2159627338347483,4
5768,15573284,Olisanugo,579,France,Female,45,2,0.0,2,0,0,11514.39,0,0,2,SILVER,451,Nao_Idoso,0.1597609130820055,4
5769,15729083,Gorman,674,France,Male,36,2,154525.7,1,0,1,27468.72,0,0,4,PLATINUM,945,Nao_Idoso,0.07329628272576427,7
5770,15611612,Priestley,570,France,Female,29,0,0.0,1,1,0,37092.43,0,0,1,SILVER,392,Nao_Idoso,0.2647027965746461,3
5771,15694381,Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9,0,0,4,SILVER,678,Nao_Idoso,0.7853417863004435,1
5772,15651737,Salmond,623,Spain,Male,44,1,83325.77,1,0,1,80828.78,0,0,1,DIAMOND,525,Nao_Idoso,0.29036473736035934,3
5773,15663168,MacDonald,665,France,Male,35,8,110934.54,1,1,0,169287.99,0,0,1,PLATINUM,487,Nao_Idoso,0.14855005294945148,5
5774,15643426,Robertson,523,Spain,Female,36,8,113680.54,1,0,0,13197.44,0,0,5,PLATINUM,961,Nao_Idoso,0.15585295043662578,5
5775,15618245,Chukwumaobim,706,Germany,Male,31,1,117020.08,2,1,0,54439.53,0,0,4,GOLD,401,Nao_Idoso,0.05887208050756362,8
5776,15717527,Ifeanacho,619,France,Female,49,9,145359.99,1,1,0,38186.85,0,0,4,DIAMOND,468,Nao_Idoso,0.6254292172204461,1
5777,15793478,Li Fonti,593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1,1,2,SILVER,246,Nao_Idoso,0.25277426727019064,3
5778,15642248,Ko,608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0,0,5,PLATINUM,923,Idoso,0.17694061144585854,4
5779,15640377,Goloubev,526,France,Female,36,0,0.0,2,1,0,97767.63,0,0,2,PLATINUM,606,Nao_Idoso,0.06455776896032045,7
5780,15723950,Kruglov,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1,1,5,DIAMOND,455,Nao_Idoso,0.18279177568701543,4
5781,15590327,Liao,604,Germany,Female,42,10,166031.45,1,1,0,98293.14,0,0,1,DIAMOND,820,Nao_Idoso,0.3865119415867043,2
5782,15706199,White,636,Germany,Male,36,6,96643.32,1,0,0,182059.28,0,0,2,DIAMOND,498,Nao_Idoso,0.15197423539525892,5
5783,15671514,Sinclair,669,Spain,Female,33,8,0.0,2,0,1,128538.05,0,0,1,PLATINUM,565,Nao_Idoso,0.024324156735709115,10
5784,15727041,Fiorentini,624,France,Male,71,7,0.0,2,1,1,108841.83,0,0,3,GOLD,666,Idoso,0.0522198156139189,8
5785,15738063,Shen,631,France,Male,29,2,0.0,2,1,1,18581.84,0,0,1,PLATINUM,821,Nao_Idoso,0.03180068179759469,9
5786,15711733,Rapuokwu,753,France,Male,48,4,0.0,2,0,1,146821.42,0,0,2,DIAMOND,933,Nao_Idoso,0.13044188320895153,5
5787,15652320,Woronoff,588,France,Male,40,5,0.0,2,0,0,100727.68,0,0,1,GOLD,394,Nao_Idoso,0.056570924819277155,8
5788,15634180,Holden,729,Germany,Male,26,4,97268.1,2,1,0,39356.38,0,0,3,GOLD,309,Nao_Idoso,0.04554694409777642,8
5789,15694566,Roberts,602,France,Female,42,10,0.0,2,0,0,169921.11,1,1,2,DIAMOND,600,Nao_Idoso,0.090178430976912,6
5790,15726103,Tsou,689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1,1,3,GOLD,908,Nao_Idoso,0.7399437618766352,1
5791,15646351,Somerville,486,Spain,Male,27,7,0.0,2,1,0,28823.04,0,0,4,SILVER,766,Nao_Idoso,0.029887792101900453,10
5792,15730044,Greco,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1,1,5,PLATINUM,883,Nao_Idoso,0.7944049269087563,1
5793,15795186,Leonard,562,France,Male,38,5,0.0,1,1,0,115700.2,0,0,4,PLATINUM,814,Nao_Idoso,0.42785120191950776,2
5794,15784890,McKenzie,763,Spain,Female,32,8,0.0,2,1,0,16725.53,0,0,4,GOLD,490,Nao_Idoso,0.03284600921812226,9
5795,15694125,McElhone,669,France,Male,57,5,0.0,2,1,1,56875.76,0,0,1,GOLD,860,Nao_Idoso,0.09372664588974049,6
5796,15565891,Dipietro,709,France,Male,39,8,0.0,2,1,0,56214.09,0,0,3,GOLD,958,Nao_Idoso,0.05332449850375043,8
